PointID,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,FeO,MnO,MgO,CaO,Mineral
Sample12_pt25,38.81,0.08,21.64,0,0,24.77,0.49,6.97,7.82,Garnet
Sample12_pt26,39.04,0,21.24,0,0,24.91,0.46,7.33,7.78,Garnet
Sample12_pt27,39.05,0.06,21.2,0,0,25.21,0.52,7.23,7.61,Garnet
Sample12_pt28,39.01,0.08,21.28,0,0,24.58,0.53,7.32,7.56,Garnet
Sample12_pt29,38.93,0.02,21.21,0,0,24.83,0.56,7.2,7.64,Garnet
Sample12_pt30,39.06,0,21.14,0,0,24.81,0.54,7.33,7.61,Garnet
Sample12_pt31,38.65,0.04,21.36,0,0,24.34,0.55,7.15,7.5,Garnet
Sample12_pt32,38.97,0.07,21.28,0.04,0,24.49,0.62,7.29,7.55,Garnet
Sample12_pt33,39.1,0.06,21.34,0,0,24.81,0.52,7.26,7.62,Garnet
Sample12_pt34,38.75,0.05,21.25,0,0,24.75,0.56,7.38,7.57,Garnet
Sample12_pt35,38.71,0.09,21.22,0,0,24.54,0.54,7.4,7.53,Garnet
Sample12_pt36,38.46,0.05,21.35,0,0,24.15,0.62,7.35,7.63,Garnet
Sample12_pt37,38.84,0.08,21.36,0,0,24.01,0.58,7.46,7.2,Garnet
Sample12_pt38,38.75,0.06,21.16,0,0,23.89,0.5,7.24,7.44,Garnet
Sample12_pt39,38.5,0.04,21.51,0.02,0,24.36,0.56,7.19,7.52,Garnet
Sample12_pt40,38.49,0.53,21.46,0.02,0,25.02,0.56,7.03,7.57,Garnet
Sample12_pt41,38.57,0.04,21.12,0.03,0,24.66,0.53,7.21,7.34,Garnet
Sample12_pt42,38.81,0,21.49,0.06,0,24.73,0.5,7.26,7.7,Garnet
Sample12_pt43,38.99,0.08,21.24,0.02,0,24.61,0.58,7.27,7.43,Garnet
Sample12_pt44,38.88,0.07,20.93,0,0,24.99,0.5,7.21,7.43,Garnet
Sample12_pt45,39,0.14,21.28,0.03,0,24.69,0.57,7.24,7.29,Garnet
Sample12_pt46,39.11,0.11,21.25,0.02,0,24.86,0.54,7.11,7.37,Garnet
Sample12_pt47,38.74,0.06,21.31,0.02,0,24.96,0.6,7.27,7.33,Garnet
Sample12_pt48,38.75,0.05,20.94,0.04,0,24.24,0.57,7.13,7.39,Garnet
Sample12_pt49,38.39,0.05,21,0,0,24.21,0.69,6.66,7.01,Garnet
Sample12_pt50,38.27,0.02,21.59,0.09,0,24.5,0.71,7.02,7.04,Garnet
Sample12_pt51,38.4,0.05,21.4,0.04,0,23.88,0.65,7.33,7.27,Garnet
Sample12_pt52,38.83,0.11,21.09,0,0,24.7,0.55,7.08,7.34,Garnet
Sample12_pt53,38.89,0.05,21.35,0.03,0,24.49,0.58,7.2,7.38,Garnet
Sample12_pt54,38.78,0.04,20.99,0,0,25.22,0.6,7.24,7.38,Garnet
Sample13_pt1,38.78,0.12,21.3,0,0,25.1,0.58,7.01,7.47,Garnet
Sample13_pt2,39.25,0.14,21.15,0.06,0,24.5,0.64,6.82,7.3,Garnet
Sample13_pt3,39.01,0.2,21.47,0,0,24.84,0.66,6.95,7.55,Garnet
Sample13_pt4,39.18,0.12,21.39,0.02,0,25.1,0.62,6.96,7.52,Garnet
Sample13_pt5,39.01,0.26,21.14,0,0,25.14,0.58,6.86,7.48,Garnet
Sample13_pt6,39.3,0.12,21.32,0,0,25.15,0.55,6.89,7.38,Garnet
Sample13_pt7,38.5,0.21,21.32,0.02,0,24.93,0.58,6.9,7.63,Garnet
Sample13_pt8,38.81,0.16,21.16,0.04,0,24.63,0.55,6.83,7.62,Garnet
Sample13_pt9,38.74,0.11,21.26,0.04,0,24.92,0.49,6.75,7.63,Garnet
Sample13_pt10,38.74,0.13,21.32,0,0,24.89,0.58,6.85,7.56,Garnet
Sample13_pt11,38.62,0.19,21.34,0,0,24.37,0.67,7.03,7.59,Garnet
Sample13_pt12,38.53,0.19,21.13,0.04,0,24.56,0.61,6.73,7.81,Garnet
Sample13_pt13,39.32,0.23,21.53,0.04,0,24.48,0.54,6.85,7.45,Garnet
Sample13_pt14,39.08,0.16,21.21,0.01,0,24.62,0.57,6.87,7.43,Garnet
Sample13_pt15,38.63,0.11,21.26,0.04,0,24.39,0.6,7.06,7.56,Garnet
Sample13_pt16,38.78,0.15,21.25,0.06,0,24.62,0.62,6.94,7.41,Garnet
Sample13_pt17,39.19,0.18,21.29,0.06,0,24.89,0.61,7.07,7.36,Garnet
Sample13_pt18,38.93,0.09,21.33,0,0,24.19,0.64,6.79,7.46,Garnet
Sample13_pt19,38.54,0.02,21.51,0.04,0,24.63,0.55,7.07,7.62,Garnet
Sample13_pt20,39.18,0.11,21.28,0.03,0,24.46,0.57,6.97,7.69,Garnet
Sample13_pt21,38.53,0.14,21.29,0.04,0,24.22,0.6,6.76,7.67,Garnet
Sample13_pt22,38.77,0.1,21.36,0.01,0,24.21,0.64,6.94,7.69,Garnet
Sample13_pt23,38.79,0.15,21.32,0.05,0,24.04,0.61,7.09,7.36,Garnet
Sample13_pt24,38.6,0.15,21.52,0.08,0,24.58,0.68,7.06,7.6,Garnet
Sample13_pt25,39.02,0.13,21.31,0.05,0,24.5,0.57,6.91,7.84,Garnet
Sample13_pt26,39.1,0,21.25,0,0,24.6,0.57,6.99,7.53,Garnet
Sample13_pt27,38.55,0.08,20.99,0.09,0,24.56,0.61,6.73,7.6,Garnet
Sample13_pt28,38.09,1.86,20.8,0.05,0,23.97,0.53,6.87,7.31,Garnet
Sample13_pt29,38.61,0.03,21.53,0,0,24.27,0.61,6.94,7.4,Garnet
Sample13_pt30,39.06,0.05,21.28,0.05,0,24.71,0.62,7.03,7.63,Garnet
Sample13_pt31,38.98,0.04,21.35,0,0,24.27,0.56,6.91,7.7,Garnet
Sample13_pt32,38.88,0.07,21.32,0,0,24.28,0.56,7.02,7.42,Garnet
Sample13_pt33,39,0.09,21.16,0.03,0,24.62,0.52,7.07,7.67,Garnet
Sample13_pt34,38.46,0.12,21.1,0.04,0,24.28,0.58,6.97,7.8,Garnet
Sample13_pt35,38.84,0.06,21.57,0,0,24.79,0.64,7.1,7.49,Garnet
Sample13_pt36,38.88,0.07,21.46,0,0,24.52,0.63,6.85,7.4,Garnet
Sample13_pt37,38.62,0.08,21.26,0.04,0,25.05,0.55,6.88,7.64,Garnet
Sample13_pt38,38.24,1.49,21.09,0.02,0,24.23,0.58,6.7,7.21,Garnet
Sample13_pt39,38.96,0,21.54,0.02,0,24.23,0.59,7.12,7.49,Garnet
Sample13_pt40,39.36,0.14,21.2,0.04,0,24.45,0.56,7.08,7.48,Garnet
Sample13_pt41,39.27,0.05,21.36,0.06,0,24.78,0.6,7.02,7.62,Garnet
Sample13_pt42,38.64,0.07,21.2,0.13,0,24.52,0.49,7.12,7.31,Garnet
Sample13_pt43,39.04,0.07,21.5,0.03,0,24.38,0.63,7.09,7.43,Garnet
Sample13_pt44,38.92,0.04,21.41,0,0,24.79,0.55,7.18,7.47,Garnet
Sample13_pt45,39.28,0.02,21.53,0.04,0,24.7,0.54,7.11,7.42,Garnet
Sample13_pt46,38.87,0,21.36,0,0,24.72,0.52,7.06,7.42,Garnet
Sample13_pt47,38.81,0.03,21.77,0.08,0,24.57,0.51,6.99,7.62,Garnet
Sample13_pt48,39.17,0.04,21.63,0,0,24.61,0.56,6.91,7.48,Garnet
Sample13_pt49,38.9,0.07,21.34,0.04,0,24.27,0.53,7.02,7.64,Garnet
Sample13_pt50,38.68,0.06,21.2,0.1,0,24.43,0.63,7.12,7.57,Garnet
Sample13_pt51,38.44,0.03,21.17,0.02,0,24.51,0.53,6.98,7.53,Garnet
Sample13_pt52,38.75,0,21.59,0.07,0,24.31,0.59,6.94,7.51,Garnet
Sample13_pt53,38.47,0.02,21.42,0,0,24.57,0.54,7.01,7.48,Garnet
Sample13_pt54,38.7,0.08,21.43,0,0,24.5,0.57,6.81,7.68,Garnet
Sample13_pt55,38.85,0.04,21.62,0.04,0,24.67,0.62,6.42,7.75,Garnet
Sample14_pt1,39.4,0,21.79,0.21,0,21.54,0.67,10.37,5.93,Garnet
Sample14_pt2,39.78,0,21.7,0.28,0,21.52,0.53,10.42,5.73,Garnet
Sample14_pt3,40.12,0.02,22.03,0.26,0,21.54,0.58,10.39,5.84,Garnet
Sample14_pt4,39.64,0,21.87,0.24,0,21.32,0.55,10.36,5.67,Garnet
Sample14_pt5,39.9,0.03,21.98,0.18,0,21.45,0.59,10.3,5.74,Garnet
Sample14_pt6,39.7,0,21.77,0.2,0,21.33,0.6,10.29,5.77,Garnet
Sample14_pt7,40.04,0,21.77,0.22,0,21.21,0.49,10.29,5.82,Garnet
Sample14_pt8,39.49,0,21.47,0.24,0,21.61,0.58,10.1,5.76,Garnet
Sample14_pt9,39.57,0.03,21.7,0.25,0,21.22,0.6,10.33,5.88,Garnet
Sample14_pt10,39.86,0.06,21.69,0.17,0,21.4,0.58,10.34,5.63,Garnet
Sample14_pt11,39.39,0,21.64,0.3,0,21.53,0.6,10.42,5.74,Garnet
Sample14_pt12,39.46,0.03,21.62,0.27,0,21.26,0.52,10.42,5.72,Garnet
Sample14_pt13,39.91,0.02,21.66,0.23,0,21.34,0.55,10.23,5.96,Garnet
Sample14_pt14,39.76,0.06,21.68,0.2,0,21.1,0.55,10.3,5.8,Garnet
Sample14_pt15,39.87,0.05,21.52,0.25,0,21.45,0.56,10.38,5.74,Garnet
Sample14_pt16,39.51,0.07,21.63,0.24,0,21.47,0.53,10.43,5.72,Garnet
Sample14_pt17,39.65,0.01,21.45,0.23,0,21.24,0.55,10.49,5.69,Garnet
Sample14_pt18,39.75,0.07,21.67,0.23,0,21.54,0.59,10.46,5.54,Garnet
Sample14_pt19,39.61,0.03,21.71,0.2,0,21.2,0.6,10.43,5.48,Garnet
Sample14_pt20,39.42,0,21.99,0.2,0,21.4,0.53,10.62,5.48,Garnet
Sample14_pt21,39.61,0.02,21.68,0.17,0,21.36,0.55,10.46,5.65,Garnet
Sample14_pt22,39.52,0.29,21.59,0.23,0,21.28,0.5,10.3,5.54,Garnet
Sample14_pt23,39.77,0,21.55,0.25,0,21.97,0.51,10.27,5.73,Garnet
Sample14_pt24,39.21,0,21.87,0.26,0,21.04,0.56,10.56,5.72,Garnet
Sample14_pt25,39.72,0,21.69,0.23,0,21.35,0.57,10.4,5.68,Garnet
Sample14_pt26,39.5,0,22,0.23,0,21.22,0.57,10.31,5.56,Garnet
Sample14_pt27,39.65,0,21.58,0.22,0,21.28,0.51,10.22,5.75,Garnet
Sample14_pt28,39.74,0.05,21.65,0.27,0,21.48,0.53,10.37,5.8,Garnet
Sample14_pt29,39.68,0,21.48,0.3,0,21.32,0.6,10.23,5.86,Garnet
Sample14_pt30,39.38,0.05,21.81,0.25,0,21.4,0.56,10.21,5.74,Garnet
Sample14_pt31,39.56,0,21.89,0.22,0,21.59,0.55,10.1,5.51,Garnet
Sample14_pt32,39.88,0,21.8,0.24,0,21.48,0.54,10.59,5.39,Garnet
Sample14_pt33,40.04,0.04,21.58,0.25,0,21.15,0.57,10.29,5.79,Garnet
Sample14_pt34,39.95,0.12,21.71,0.25,0,21.44,0.53,10.44,5.65,Garnet
Sample14_pt35,39.85,0.08,21.62,0.25,0,21.56,0.52,10.49,5.56,Garnet
Sample14_pt36,39.79,0,21.75,0.25,0,21.53,0.55,10.16,5.62,Garnet
Sample14_pt37,39.91,0.03,21.71,0.24,0,21.74,0.49,10.26,5.65,Garnet
Sample14_pt38,39.78,0.02,21.53,0.25,0,21.79,0.59,10.34,5.66,Garnet
Sample14_pt39,39.65,0.05,21.53,0.24,0,21.84,0.49,10.16,5.54,Garnet
Sample14_pt40,39.73,0.01,21.45,0.25,0,21.57,0.55,10.12,5.76,Garnet
Sample14_pt41,39.39,0.02,21.38,0.19,0,21.85,0.5,10.28,5.71,Garnet
Sample14_pt42,39.36,0.02,21.88,0.3,0,21.6,0.51,10.09,5.83,Garnet
Sample14_pt43,39.39,0,21.76,0.23,0,21.88,0.6,10.38,5.79,Garnet
Sample14_pt44,39.67,0.05,21.47,0.3,0,21.82,0.59,10.36,5.65,Garnet
Sample14_pt45,39.56,0.03,21.68,0.22,0,21.54,0.5,10.1,5.69,Garnet
Sample14_pt46,39.87,0.02,21.68,0.16,0,21.32,0.55,10.36,5.7,Garnet
Sample14_pt47,39.7,0.03,21.85,0.29,0,21.73,0.47,10.19,5.53,Garnet
Sample14_pt48,39.5,0.09,21.68,0.27,0,21.3,0.54,10.04,5.64,Garnet
Sample14_pt49,39.46,0,21.74,0.23,0,21.82,0.55,10.25,5.56,Garnet
Sample14_pt50,39.18,0,21.61,0.31,0,21.74,0.63,9.94,5.65,Garnet
Sample14_pt51,39.37,0,21.61,0.3,0,21.68,0.57,9.83,5.69,Garnet
Sample14_pt52,39.57,0.02,21.89,0.15,0,21.51,0.55,10.12,5.67,Garnet
Sample14_pt53,39.4,0.05,21.53,0.27,0,21.72,0.65,9.89,5.6,Garnet
Sample14_pt54,39.61,0,21.77,0.26,0,21.85,0.62,9.85,5.55,Garnet
Sample14_pt55,39.41,0,21.48,0.29,0,22.1,0.53,9.93,5.85,Garnet
Sample14_pt56,39.25,0.07,21.43,0.24,0,22.24,0.64,9.6,5.59,Garnet
Sample14_pt57,39.21,0.05,21.63,0.3,0,22.23,0.57,9.74,5.73,Garnet
Sample14_pt58,39.21,0.05,21.53,0.27,0,22.8,0.61,9.77,5.52,Garnet
Sample14_pt59,38.9,0.04,21.43,0.26,0,22.75,0.68,9.46,5.59,Garnet
Sample15_pt1,40.06,0,21.87,0.14,0,22.42,0.64,9.66,5.92,Garnet
Sample15_pt2,39.51,0.07,21.61,0.2,0,22.91,0.57,9.44,5.88,Garnet
Sample15_pt3,39.44,0.12,21.87,0.17,0,22.59,0.66,9.54,5.68,Garnet
Sample15_pt4,39.11,0.08,21.38,0.24,0,22.75,0.67,9.84,5.75,Garnet
Sample15_pt5,39.6,0.04,21.68,0.19,0,22.72,0.55,9.5,5.82,Garnet
Sample15_pt6,39.86,0.03,21.38,0.25,0,22.35,0.59,9.39,5.7,Garnet
Sample15_pt7,39.19,0.02,21.33,0.21,0,22.85,0.52,9.55,5.91,Garnet
Sample15_pt8,39.36,0.07,21.74,0.25,0,22.4,0.52,9.43,5.59,Garnet
Sample15_pt9,39.17,0.08,21.7,0.21,0,22.47,0.48,9.59,5.73,Garnet
Sample15_pt10,39.46,0.05,21.67,0.17,0,22.59,0.55,9.6,5.66,Garnet
Sample15_pt11,39.03,0,21.61,0.21,0,22.54,0.57,9.56,5.79,Garnet
Sample15_pt12,39.2,0,21.75,0.22,0,22.33,0.56,9.49,5.8,Garnet
Sample15_pt13,39.41,0.02,21.52,0.19,0,22.72,0.63,9.6,5.69,Garnet
Sample15_pt14,39.22,0.14,21.52,0.17,0,22.76,0.62,9.66,5.78,Garnet
Sample15_pt15,39.5,0.12,21.55,0.17,0,22.98,0.58,9.56,5.54,Garnet
Sample15_pt16,39.53,0.1,21.75,0.22,0,22.36,0.53,9.61,5.49,Garnet
Sample15_pt17,39.24,0.02,21.72,0.2,0,22.37,0.51,9.45,5.67,Garnet
Sample15_pt18,39.41,0.13,21.73,0.15,0,22.64,0.53,9.43,5.64,Garnet
Sample15_pt19,39.59,0.03,21.48,0.18,0,22.59,0.58,9.38,5.68,Garnet
Sample15_pt20,39.91,0.05,21.78,0.22,0,22.58,0.6,9.7,5.74,Garnet
Sample15_pt21,39.09,0,21.51,0.2,0,22.58,0.64,9.41,5.92,Garnet
Sample15_pt22,38.92,0.07,21.54,0.21,0,22.24,0.48,9.78,5.83,Garnet
Sample15_pt23,39.79,0.07,21.66,0.13,0,22.21,0.52,9.65,5.62,Garnet
Sample15_pt24,39.53,0,21.62,0.23,0,22.42,0.58,9.61,5.82,Garnet
Sample15_pt25,39.57,0.03,21.86,0.17,0,22.12,0.53,9.8,5.65,Garnet
Sample15_pt26,39.29,0.09,21.73,0.19,0,21.99,0.57,9.62,5.77,Garnet
Sample15_pt27,39.51,0,21.48,0.23,0,21.94,0.58,9.95,5.75,Garnet
Sample15_pt28,39.75,0.03,21.67,0.26,0,21.84,0.56,9.76,5.91,Garnet
Sample15_pt29,39.52,0.03,21.54,0.23,0,22.3,0.63,9.66,5.8,Garnet
Sample15_pt30,39.45,0.05,21.22,0.25,0,22.17,0.66,9.69,5.84,Garnet
Sample15_pt31,39.5,0,21.63,0.22,0,22.31,0.6,9.61,5.71,Garnet
Sample15_pt32,36.68,6.68,20.45,0.15,0,20.59,0.51,9.2,5.3,Garnet
Sample15_pt33,39.72,0.05,21.57,0.17,0,22.38,0.58,9.98,5.83,Garnet
Sample15_pt34,39.33,0.02,21.57,0.18,0,22.26,0.59,9.68,5.48,Garnet
Sample15_pt35,39.37,0.01,21.68,0.2,0,22.63,0.58,9.68,5.6,Garnet
Sample15_pt36,39.57,0.03,21.59,0.27,0,21.94,0.58,9.95,5.57,Garnet
Sample15_pt37,39.43,0.04,21.81,0.18,0,22.29,0.54,9.81,5.76,Garnet
Sample15_pt38,39.14,1.38,21.25,0.19,0,21.84,0.59,9.92,5.63,Garnet
Sample15_pt39,39.07,0.03,21.87,0.11,0,22.28,0.55,10,5.56,Garnet
Sample15_pt40,39.4,0.06,21.73,0.21,0,22,0.58,9.83,5.77,Garnet
Sample15_pt41,39.43,0.04,21.62,0.24,0,21.81,0.64,9.86,5.78,Garnet
Sample15_pt42,39.36,0,21.46,0.22,0,21.98,0.59,9.92,5.77,Garnet
Sample15_pt43,39.41,0.02,21.65,0.26,0,21.84,0.54,9.81,5.71,Garnet
Sample15_pt44,39.41,0.04,21.56,0.23,0,21.96,0.6,9.85,5.85,Garnet
Sample15_pt45,39.31,0.08,21.79,0.17,0,21.87,0.52,9.98,5.75,Garnet
Sample15_pt46,39.27,0,21.75,0.24,0,21.87,0.52,9.79,5.63,Garnet
Sample15_pt47,39.5,0.07,21.96,0.16,0,21.76,0.57,9.75,5.55,Garnet
Sample15_pt48,39.44,0,22.14,0.2,0,22.18,0.55,10,5.64,Garnet
Sample15_pt49,39.14,0,21.73,0.21,0,22.04,0.5,9.8,5.57,Garnet
Sample15_pt50,39.07,0.86,21.55,0.21,0,21.46,0.54,9.71,5.72,Garnet
Sample15_pt51,39.81,0.07,22.13,0.2,0,22.09,0.67,9.79,5.87,Garnet
Sample15_pt52,39.01,1.12,21.39,0.15,0,21.42,0.52,9.74,5.76,Garnet
Sample15_pt53,38.81,0,22.01,0.2,0,21.96,0.55,9.84,5.8,Garnet
Sample15_pt54,39.21,0.04,21.88,0.26,0,22,0.6,9.82,5.61,Garnet
Sample15_pt55,39.51,0.04,21.52,0.23,0,22.2,0.53,9.9,5.89,Garnet
Sample15_pt56,39.4,0.03,21.79,0.27,0,22.13,0.56,9.75,5.74,Garnet
Sample15_pt57,39.8,0.04,21.5,0.2,0,22.11,0.56,9.55,5.74,Garnet
Sample15_pt58,39.18,0.59,21.4,0.2,0,21.93,0.55,9.51,5.71,Garnet
Sample15_pt59,39.24,0,21.59,0.26,0,22.21,0.58,9.62,5.88,Garnet
Sample15_pt60,38.27,1.92,21.99,0.2,0,21.49,0.56,9.04,5.8,Garnet
Sample16_pt1,38.63,0.31,20.81,0,0,22.34,0.89,4.11,12.63,Garnet
Sample16_pt2,38.31,0.02,20.88,0.03,0,29.56,0.6,4.06,7.08,Garnet
Sample16_pt3,37.83,0.06,21.31,0,0,29.37,0.58,4.07,6.78,Garnet
Sample16_pt4,38.04,0.03,21.04,0,0,29.83,0.68,4.03,6.8,Garnet
Sample16_pt5,38.36,0,20.99,0.03,0,30.14,0.54,3.98,6.78,Garnet
Sample16_pt6,38.07,0.09,21.07,0.01,0,29.97,0.57,4.12,6.8,Garnet
Sample16_pt7,38.37,0.1,20.79,0.02,0,29.97,0.61,4.1,6.59,Garnet
Sample16_pt8,37.84,0.07,20.67,0,0,30.25,0.64,4.12,6.63,Garnet
Sample16_pt9,38.05,0.04,20.65,0,0,30.28,0.61,4.04,6.79,Garnet
Sample16_pt10,38.06,0.05,20.79,0,0,30.06,0.64,4.07,6.65,Garnet
Sample16_pt11,38.11,0.04,20.9,0,0,29.65,0.71,4.19,6.52,Garnet
Sample16_pt12,38.24,0,20.84,0,0,30.01,0.6,4.1,6.83,Garnet
Sample16_pt13,38.42,0.09,20.82,0.03,0,29.92,0.68,3.97,6.51,Garnet
Sample16_pt14,37.81,0.07,20.7,0,0,30.72,0.66,4.11,6.68,Garnet
Sample16_pt15,38.11,0.07,20.68,0,0,30.82,0.7,4.06,6.55,Garnet
Sample16_pt16,38.32,0.08,20.78,0.01,0,30.25,0.63,3.97,6.51,Garnet
Sample16_pt17,38.44,0.14,20.97,0,0,30.38,0.65,3.89,6.49,Garnet
Sample16_pt18,37.77,0.04,21,0,0,30.2,0.65,3.9,6.45,Garnet
Sample16_pt19,37.52,0.09,20.91,0.04,0,30.33,0.69,4.04,6.58,Garnet
Sample16_pt20,37.96,0.07,21,0.03,0,30.42,0.6,4.15,6.67,Garnet
Sample16_pt21,38.41,0.12,21.01,0,0,29.66,0.64,4.03,6.48,Garnet
Sample16_pt22,38.15,0.03,20.86,0,0,30.49,0.71,3.99,6.42,Garnet
Sample16_pt23,38.34,0.09,20.96,0,0,29.98,0.68,4.05,6.38,Garnet
Sample16_pt24,38.11,0.12,20.92,0,0,29.8,0.67,3.92,6.62,Garnet
Sample16_pt25,38.57,0.05,20.62,0,0,30.11,0.68,4,6.37,Garnet
Sample16_pt26,38.18,0.09,21.17,0,0,30.45,0.58,3.92,6.5,Garnet
Sample16_pt27,38.06,0.08,21,0.02,0,30.49,0.71,4,6.56,Garnet
Sample16_pt28,38.18,0,20.94,0,0,30.54,0.62,3.89,6.54,Garnet
Sample16_pt29,37.82,0.15,20.98,0,0,30.42,0.7,3.82,6.35,Garnet
Sample16_pt30,37.8,0.11,20.93,0,0,31.02,0.62,3.98,6.46,Garnet
Sample16_pt31,38.06,0.07,20.89,0.05,0,30.88,0.61,3.8,6.56,Garnet
Sample16_pt32,38.18,0.05,20.94,0,0,30.19,0.67,4.01,6.37,Garnet
Sample16_pt33,37.88,0.07,20.83,0.02,0,30.88,0.64,3.86,6.53,Garnet
Sample16_pt34,37.51,0.08,20.66,0,0,29.97,0.63,3.86,6.34,Garnet
Sample16_pt35,37.92,0.12,20.44,0,0,30.15,0.66,3.86,6.46,Garnet
Sample16_pt36,37.38,0.1,20.49,0.02,0,30.06,0.62,4,6.44,Garnet
Sample16_pt37,37.47,0.1,20.55,0,0,30.34,0.64,3.81,6.57,Garnet
Sample16_pt38,37.83,0.09,20.41,0.09,0,30.24,0.72,3.88,6.44,Garnet
Sample16_pt39,37.42,0.14,20.72,0,0,30.21,0.68,3.86,6.47,Garnet
Sample16_pt40,37.48,0.04,20.57,0.04,0,30.23,0.61,3.82,6.6,Garnet
Sample16_pt41,37.8,0.07,20.76,0.01,0,30.72,0.68,3.86,6.64,Garnet
Sample16_pt42,37.4,0.08,20.52,0.02,0,30.09,0.67,3.96,6.47,Garnet
Sample16_pt43,37.79,0.09,20.44,0,0,29.35,0.91,3.8,6.76,Garnet
Sample16_pt44,37.78,0.06,20.45,0,0,30.11,0.9,3.96,6.89,Garnet
Sample16_pt45,37.83,0.06,20.45,0,0,30.15,0.63,3.88,6.56,Garnet
Sample16_pt46,37.76,0.14,20.65,0.04,0,30.05,0.64,3.97,6.5,Garnet
Sample16_pt47,38.7,0.5,20.59,0.02,0,23.55,1.35,4.49,11.51,Garnet
Sample16_pt48,38.79,0.31,21.07,0,0,21.61,2.05,4.98,11.68,Garnet
Sample16_pt49,38.3,0.23,20.62,0.08,0,21.55,1.49,4.66,12.47,Garnet
Sample17_pt1,38.82,0.26,20.81,0,0,21.78,1.1,3.98,13.62,Garnet
Sample17_pt2,38.28,0.13,20.64,0,0,27.26,0.94,3.84,9.07,Garnet
Sample17_pt3,38.13,0.12,20.72,0,0,28.97,0.88,3.93,7.58,Garnet
Sample17_pt4,38.04,0.07,20.4,0.02,0,30.66,0.69,3.81,6.63,Garnet
Sample17_pt5,37.75,0.07,20.87,0.01,0,29.98,0.72,3.82,6.68,Garnet
Sample17_pt6,37.73,0.11,20.72,0,0,30.75,0.65,3.79,6.63,Garnet
Sample17_pt7,38.01,0.07,20.8,0.04,0,30.69,0.74,3.8,6.24,Garnet
Sample17_pt8,38.3,0.07,20.59,0,0,30.76,0.75,3.77,6.54,Garnet
Sample17_pt9,38.12,0.1,20.58,0,0,30.88,0.71,3.77,6.54,Garnet
Sample17_pt10,38.1,0.21,20.38,0.04,0,30.77,0.69,3.88,6.47,Garnet
Sample17_pt11,38.36,0.1,20.69,0,0,30.36,0.76,3.78,6.24,Garnet
Sample17_pt12,38.32,0.18,20.39,0,0,31,0.71,3.87,6.28,Garnet
Sample17_pt13,38.27,0.17,20.92,0.02,0,30.42,0.75,3.9,6.33,Garnet
Sample17_pt14,38.5,0.06,20.65,0.04,0,30.54,0.66,3.93,6.5,Garnet
Sample17_pt15,38,0.15,20.63,0.02,0,31.14,0.62,3.73,6.39,Garnet
Sample17_pt16,38.11,0.1,20.87,0,0,30.45,0.74,3.81,6.39,Garnet
Sample17_pt17,37.86,0.1,20.43,0.01,0,30.93,0.75,3.86,6.4,Garnet
Sample17_pt18,38.13,0.1,20.82,0,0,30.59,0.7,3.94,6.4,Garnet
Sample17_pt19,38.21,0,20.56,0.02,0,30.71,0.79,3.86,6.12,Garnet
Sample17_pt20,37.88,0.13,20.86,0,0,30.82,0.69,3.92,6.14,Garnet
Sample17_pt21,37.99,0,20.81,0.04,0,30.44,0.8,3.84,6.41,Garnet
Sample17_pt22,37.95,0.04,20.69,0.06,0,31.17,0.77,4.27,5.59,Garnet
Sample17_pt23,38.11,0.14,20.37,0.05,0,31.31,0.62,3.83,6.24,Garnet
Sample17_pt24,37.97,0.09,20.87,0.03,0,30.87,0.77,3.93,6.16,Garnet
Sample17_pt25,38.08,0.15,20.83,0.05,0,30.6,0.69,3.92,6.28,Garnet
Sample17_pt26,38.28,0.1,20.33,0,0,30.86,0.74,3.81,6.34,Garnet
Sample17_pt27,38.37,0.05,20.28,0,0,31.01,0.7,3.91,6.35,Garnet
Sample17_pt28,38.27,0.11,20.82,0,0,30.81,0.7,3.92,6.16,Garnet
Sample17_pt29,38.01,0.09,20.6,0,0,30.77,0.74,3.93,6.34,Garnet
Sample17_pt30,37.62,0.11,20.48,0.06,0,30.12,0.7,3.88,6.49,Garnet
Sample17_pt31,38.26,0.11,20.75,0.04,0,30.74,0.7,3.93,6.2,Garnet
Sample17_pt32,37.99,0.02,20.71,0,0,30.96,0.72,3.84,6.35,Garnet
Sample17_pt33,38.18,0.08,21.02,0,0,30.24,0.74,3.98,6.3,Garnet
Sample17_pt34,38.23,0,20.64,0,0,30.8,0.74,3.95,6.38,Garnet
Sample17_pt35,38.28,0.07,20.78,0,0,30.55,0.73,3.98,6.54,Garnet
Sample17_pt36,38.22,0.06,20.87,0.02,0,30.54,0.71,4,6.31,Garnet
Sample17_pt37,38.04,0.55,20.46,0,0,30.73,0.76,3.87,6.33,Garnet
Sample17_pt38,38.26,0.1,20.7,0.02,0,30.41,0.66,3.86,6.29,Garnet
Sample17_pt39,38.18,0.07,20.64,0,0,30.38,0.7,4.02,6.35,Garnet
Sample17_pt40,38.38,0.1,20.57,0,0,30.51,0.73,4,6.33,Garnet
Sample17_pt41,38.54,0.08,20.79,0.03,0,30.29,0.73,3.96,6.41,Garnet
Sample17_pt42,38.22,0.09,20.74,0,0,30.28,0.62,3.94,6.4,Garnet
Sample17_pt43,38.23,0.12,20.82,0,0,30.54,0.8,3.89,6.48,Garnet
Sample17_pt44,38.29,0.07,20.72,0,0,30.59,0.74,3.95,6.51,Garnet
