PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
15841,41.94,0.15,17.25,8.16,5.96,0.21,20.91,0,5.65,0.02,0,0,Garnet
15842,42.21,0.08,19.1,5.97,6.49,0.22,20.52,0,5.68,0.02,0,0,Garnet
15843,43.26,0.31,21.44,2.68,6.43,0.2,21.93,0,4.58,0.05,0,0,Garnet
15844,42.85,0.31,19.54,4.83,5.88,0.19,21.39,0,5.15,0.02,0,0,Garnet
15845,42.93,1.35,20.92,1.71,7.48,0.2,21.34,0,4.67,0.16,0,0,Garnet
15846,42.09,0.58,22.76,0.13,10.87,0.2,15.32,0,9.36,0.16,0,0,Garnet
15847,42.85,0.79,22.4,0.06,10.3,0.16,20.06,0,3.98,0.19,0,0,Garnet
15848,42.56,1.16,21.51,0.69,8.61,0.16,20.6,0,4.26,0.09,0,0,Garnet
15849,42.3,0.23,19.28,5.48,6.5,0.33,20.76,0,5.35,0,0,0,Garnet
15850,42.13,0.63,21.96,0.03,12.58,0.24,18.88,0,3.49,0.14,0,0,Garnet
15851,42.49,0.14,18.93,5.92,6.4,0.23,20.72,0,5.79,0.03,0,0,Garnet
15852,42.44,0.91,21.64,0.3,10.17,0.16,20.45,0,4.06,0.17,0,0,Garnet
15853,43.19,1.03,21.92,0.12,10.02,0.18,20.49,0,4.11,0.14,0,0,Garnet
15854,41.91,0.27,18.28,6.82,6.1,0.26,20.94,0,5.02,0.03,0,0,Garnet
15855,42.68,0.1,20.77,3.67,6.47,0.22,21.08,0,4.85,0.05,0,0,Garnet
15856,42.23,0.57,22.54,0.01,13.54,0.19,17.76,0,3.6,0.19,0,0,Garnet
15857,42.62,0.19,20.42,4.49,6.05,0.23,21.95,0,4.62,0.02,0,0,Garnet
15858,42.04,0.25,19.05,5.67,6.52,0.29,20.75,0,5.28,0,0,0,Garnet
15859,42.73,1,21.49,0.33,9.28,0.2,21.05,0,4.32,0.11,0,0,Garnet
15860,42.6,0.12,18.55,6.09,6.4,0.25,20.69,0,5.79,0,0,0,Garnet
15861,43.09,0.25,19.64,4.59,6.23,0.23,21.77,0,4.85,0.07,0,0,Garnet
15862,42.05,0.28,17.84,7.13,6.69,0.27,20.33,0,5.6,0,0,0,Garnet
15863,43.19,0.58,21.71,1.68,5.83,0.21,22.96,0,4.23,0.06,0,0,Garnet
15864,42.14,0.28,18.44,6.32,6.1,0.26,21.05,0,5.36,0,0,0,Garnet
15865,41.92,0.75,22.23,0.07,12.52,0.24,17.26,0,5.4,0.2,0,0,Garnet
15866,42.49,0.4,21.15,2.53,6.18,0.18,22,0,4.43,0.03,0,0,Garnet
15867,43.15,0.79,22.07,0.01,8.9,0.16,20.51,0,4.74,0.12,0,0,Garnet
15868,42.44,0.41,19.09,5.49,7.12,0.23,20.27,0,5.22,0.01,0,0,Garnet
15869,43.46,0.18,20.93,3.28,6.15,0.15,22.06,0,4.94,0,0,0,Garnet
15870,43.64,0.53,22.77,0.57,7.51,0.28,21.93,0,3.99,0.06,0,0,Garnet
15871,42.79,0.73,22.34,0.21,9.65,0.22,20.42,0,4.15,0.12,0,0,Garnet
15872,43.01,0.7,19.35,4.51,6.41,0.23,21.97,0,4.82,0.08,0,0,Garnet
15873,42.83,0.28,21.67,2.64,6.34,0.2,22.17,0,4.56,0.01,0,0,Garnet
15874,42.46,0.35,18.29,6.67,6.01,0.32,20.81,0,5.43,0.05,0,0,Garnet
15875,43.01,0.52,21.39,2.26,7.13,0.17,22,0,4.52,0.08,0,0,Garnet
15876,42.64,0.29,20.71,4.04,6.48,0.26,21.01,0,4.64,0.05,0,0,Garnet
15877,42.39,0.37,20.78,3.52,6.42,0.23,21.97,0,4.52,0.05,0,0,Garnet
15878,42.96,0.28,21.01,2.72,6.36,0.17,22.07,0,4.54,0,0,0,Garnet
15879,42.07,1.15,21.59,0.62,9.33,0.19,20.51,0,4.5,0.09,0,0,Garnet
15880,43.32,0.4,20.01,3.54,6.47,0.18,21.35,0,4.56,0.08,0,0,Garnet
