PointID,Al2O3,BaO,CO2,CaO,Cr2O3,Fe2O3,FeO,K2O,MgO,MnO,Na2O,NiO,P2O5,SO3,SiO2,SrO,TiO2,F,Cl,Mineral
P05925,18.9849,0,0,0.1558,0,0,0,12.7458,0,0,2.8683,0,0,0,64.7129,0,0,0,0,KFeldspar
P05926,19.261,0,0,0.12,0,0,0,12.5481,0,0,2.9982,0,0,0,65.1789,0,0,0,0,KFeldspar
P05927,19.1172,0,0,0.1505,0,0,0,12.665,0,0,2.8703,0,0,0,64.8423,0,0,0,0,KFeldspar
P05928,19.241,0,0,0.1607,0,0,0,12.4208,0,0,3.1657,0,0,0,64.5434,0,0,0,0,KFeldspar
P05929,19.3054,0,0,0.1649,0,0,0,12.5617,0,0,2.9158,0,0,0,64.9412,0,0,0,0,KFeldspar
P05930,19.3148,0,0,0.1321,0,0,0,12.4521,0,0,3.1206,0,0,0,65.2602,0,0,0,0,KFeldspar
P05931,19.269,0,0,0.146,0,0,0,12.6244,0,0,2.8771,0,0,0,65.4773,0,0,0,0,KFeldspar
P05932,19.1193,0,0,0.1589,0,0,0,12.1473,0,0,3.1109,0,0,0,65.0214,0,0,0,0,KFeldspar
P05933,19.4717,0,0,0.1155,0,0,0,12.9647,0,0,2.7329,0,0,0,65.2987,0,0,0,0,KFeldspar
P05934,19.3178,0,0,0.1537,0,0,0,12.5682,0,0,3.166,0,0,0,65.3296,0,0,0,0,KFeldspar
P05935,19.2452,0,0,0.1405,0,0,0,12.849,0,0,2.7779,0,0,0,64.6361,0,0,0,0,KFeldspar
P05936,18.7988,0,0,0.1222,0,0,0,13.4992,0,0,2.1739,0,0,0,65.0098,0,0,0,0,KFeldspar
P05937,18.9592,0,0,0.0996,0,0,0,13.1699,0,0,2.3969,0,0,0,65.2548,0,0,0,0,KFeldspar
P05938,19.2053,0,0,0.1122,0,0,0,12.9859,0,0,2.4217,0,0,0,64.8568,0,0,0,0,KFeldspar
P05939,18.6286,0,0,0.0697,0,0,0,13.0759,0,0,2.3698,0,0,0,64.9294,0,0,0,0,KFeldspar
P05940,19.0587,0,0,0.1244,0,0,0,12.7739,0,0,2.4064,0,0,0,64.1306,0,0,0,0,KFeldspar
P05941,18.9233,0,0,0.1175,0,0,0,12.7614,0,0,2.5577,0,0,0,64.883,0,0,0,0,KFeldspar
P05942,18.9692,0,0,0.0862,0,0,0,12.8504,0,0,2.378,0,0,0,64.8287,0,0,0,0,KFeldspar
P05943,19.2451,0,0,0.1161,0,0,0,12.563,0,0,2.4845,0,0,0,64.7231,0,0,0,0,KFeldspar
P05944,19.3369,0,0,0.1234,0,0,0,12.1581,0,0,2.8739,0,0,0,64.7881,0,0,0,0,KFeldspar
P05945,19.2896,0,0,0.1291,0,0,0,12.4572,0,0,2.6414,0,0,0,64.6707,0,0,0,0,KFeldspar
P05946,19.0028,0,0,0.111,0,0,0,12.787,0,0,2.4781,0,0,0,65.1933,0,0,0,0,KFeldspar
P05947,19.1976,0,0,0.1214,0,0,0,12.3839,0,0,2.8703,0,0,0,65.4076,0,0,0,0,KFeldspar
P05948,18.9947,0,0,0.1143,0,0,0,12.7084,0,0,2.5686,0,0,0,65.3705,0,0,0,0,KFeldspar
P05949,19.1169,0,0,0.1113,0,0,0,12.7386,0,0,2.5469,0,0,0,65.1034,0,0,0,0,KFeldspar
P05950,18.9999,0,0,0.1431,0,0,0,13.0158,0,0,2.4316,0,0,0,64.9997,0,0,0,0,KFeldspar
P05951,19.0886,0,0,0.1168,0,0,0,12.6735,0,0,2.7563,0,0,0,65.2102,0,0,0,0,KFeldspar
P05952,19.2325,0,0,0.1201,0,0,0,12.7665,0,0,2.6066,0,0,0,65.206,0,0,0,0,KFeldspar
P05953,19.0984,0,0,0.1584,0,0,0,13.2586,0,0,2.3457,0,0,0,65.3157,0,0,0,0,KFeldspar
P05954,19.3202,0,0,0.1275,0,0,0,13.6319,0,0,2.0878,0,0,0,64.654,0,0,0,0,KFeldspar
P05955,19.1014,0,0,0.1391,0,0,0,12.9497,0,0,2.3877,0,0,0,65.4788,0,0,0,0,KFeldspar
P05956,19.244,0,0,0.1342,0,0,0,13.1349,0,0,2.4178,0,0,0,64.7362,0,0,0,0,KFeldspar
P05957,19.2928,0,0,0.1498,0,0,0,13.0786,0,0,2.6311,0,0,0,64.902,0,0,0,0,KFeldspar
P05958,19.1706,0,0,0.1126,0,0,0,12.7648,0,0,2.5592,0,0,0,64.6735,0,0,0,0,KFeldspar
P05959,19.2585,0,0,0.0571,0,0,0,13.143,0,0,2.3875,0,0,0,64.3255,0,0,0,0,KFeldspar
P05960,19.0635,0,0,0.1094,0,0,0,13.2957,0,0,2.1408,0,0,0,64.9038,0,0,0,0,KFeldspar
P05961,19.1531,0,0,0.069,0,0,0,12.7425,0,0,2.5674,0,0,0,64.9752,0,0,0,0,KFeldspar
P05962,18.92,0,0,0.0767,0,0,0,12.9368,0,0,2.1762,0,0,0,64.5277,0,0,0,0,KFeldspar
P05963,19.1285,0,0,0.107,0,0,0,12.628,0,0,2.3713,0,0,0,64.392,0,0,0,0,KFeldspar
P05964,18.9831,0,0,0.0917,0,0,0,12.5657,0,0,2.5089,0,0,0,64.8602,0,0,0,0,KFeldspar
P05965,19.2227,0,0,0.1162,0,0,0,13.0442,0,0,2.2215,0,0,0,64.5517,0,0,0,0,KFeldspar
P05966,19.2278,0,0,0.1057,0,0,0,12.7973,0,0,2.5547,0,0,0,64.7157,0,0,0,0,KFeldspar
P05967,18.9352,0,0,0.0896,0,0,0,14.1402,0,0,1.654,0,0,0,64.994,0,0,0,0,KFeldspar
P05968,18.8291,0,0,0.0608,0,0,0,13.9771,0,0,1.8191,0,0,0,64.9875,0,0,0,0,KFeldspar
P05969,18.8223,0,0,0.0527,0,0,0,14.6369,0,0,1.4066,0,0,0,64.8147,0,0,0,0,KFeldspar
P05970,19.3519,0,0,0.1093,0,0,0,12.6237,0,0,3.3444,0,0,0,66.1146,0,0,0,0,KFeldspar
P05971,18.9274,0,0,0.0999,0,0,0,13.3692,0,0,2.4327,0,0,0,65.373,0,0,0,0,KFeldspar
P05972,18.9928,0,0,0.1065,0,0,0,14.079,0,0,2.0655,0,0,0,64.9464,0,0,0,0,KFeldspar
P05973,18.9402,0,0,0.0879,0,0,0,13.6805,0,0,2.1743,0,0,0,64.9503,0,0,0,0,KFeldspar
P05974,19.1018,0,0,0.0511,0,0,0,15.0214,0,0,1.3543,0,0,0,65.1396,0,0,0,0,KFeldspar
P05975,18.9526,0,0,0.0725,0,0,0,13.6166,0,0,2.15,0,0,0,65.1863,0,0,0,0,KFeldspar
P05976,19.1451,0,0,0.1172,0,0,0,13.2638,0,0,2.1882,0,0,0,65.327,0,0,0,0,KFeldspar
P05977,19.2564,0,0,0.099,0,0,0,13.4854,0,0,2.1267,0,0,0,64.9701,0,0,0,0,KFeldspar
P05978,19.1108,0,0,0.1209,0,0,0,13.2425,0,0,2.274,0,0,0,64.5495,0,0,0,0,KFeldspar
P05979,19.3292,0,0,0.1065,0,0,0,13.3054,0,0,2.2965,0,0,0,64.5976,0,0,0,0,KFeldspar
P05980,19.0715,0,0,0.0782,0,0,0,13.4661,0,0,2.2825,0,0,0,65.2242,0,0,0,0,KFeldspar
P05981,19.0606,0,0,0.1149,0,0,0,13.1619,0,0,2.2603,0,0,0,64.9632,0,0,0,0,KFeldspar
P05982,19.0177,0,0,0.1066,0,0,0,14.1277,0,0,1.882,0,0,0,65.3366,0,0,0,0,KFeldspar
P05983,19.1115,0,0,0.0953,0,0,0,14.1619,0,0,1.7452,0,0,0,64.7964,0,0,0,0,KFeldspar
P05984,19.1951,0,0,0.0951,0,0,0,13.8868,0,0,1.9604,0,0,0,65.1659,0,0,0,0,KFeldspar
P05985,19.4226,0,0,0.1324,0,0,0,13.2637,0,0,2.0245,0,0,0,64.9077,0,0,0,0,KFeldspar
P05986,19.3415,0,0,0.1232,0,0,0,13.3007,0,0,2.2522,0,0,0,64.9987,0,0,0,0,KFeldspar
P05987,19.489,0,0,0.1509,0,0,0,12.9493,0,0,2.5535,0,0,0,64.5958,0,0,0,0,KFeldspar
P05988,19.4683,0,0,0.1515,0,0,0,13.2014,0,0,2.5231,0,0,0,64.5378,0,0,0,0,KFeldspar
P05989,19.2362,0,0,0.1223,0,0,0,13.1578,0,0,2.4317,0,0,0,65.6324,0,0,0,0,KFeldspar
P05990,19.2995,0,0,0.1334,0,0,0,13.0996,0,0,2.5209,0,0,0,65.6068,0,0,0,0,KFeldspar
P05991,19.4386,0,0,0.1207,0,0,0,13.161,0,0,2.6228,0,0,0,65.4517,0,0,0,0,KFeldspar
P05992,19.1927,0,0,0.1208,0,0,0,12.9609,0,0,2.741,0,0,0,65.2136,0,0,0,0,KFeldspar
P05993,18.6336,0,0,0.0764,0,0,0,13.5226,0,0,2.2942,0,0,0,64.3846,0,0,0,0,KFeldspar
P05994,18.8182,0,0,0.1468,0,0,0,12.9426,0,0,2.5782,0,0,0,65.1961,0,0,0,0,KFeldspar
P05995,18.6209,0,0,0.1089,0,0,0,13.6858,0,0,2.2982,0,0,0,64.8056,0,0,0,0,KFeldspar
P05996,18.6296,0,0,0.0312,0,0,0,14.9779,0,0,0.7377,0,0,0,64.3649,0,0,0,0,KFeldspar
P05997,18.595,0,0,0.0529,0,0,0,13.4043,0,0,2.1206,0,0,0,65.7648,0,0,0,0,KFeldspar
P05998,19.1796,0,0,0.0776,0,0,0,13.7678,0,0,1.7866,0,0,0,65.0803,0,0,0,0,KFeldspar
P05999,19.0413,0,0,0.0553,0,0,0,13.9554,0,0,1.1696,0,0,0,65.0044,0,0,0,0,KFeldspar
P06000,18.8538,0,0,0.0517,0,0,0,13.0046,0,0,1.9178,0,0,0,65.1571,0,0,0,0,KFeldspar
P06001,18.9269,0,0,0.0523,0,0,0,13.2113,0,0,1.7443,0,0,0,64.9886,0,0,0,0,KFeldspar
P06002,18.5817,0,0,0.0391,0,0,0,14.7248,0,0,0.7433,0,0,0,64.7725,0,0,0,0,KFeldspar
P06003,19.0089,0,0,0.0316,0,0,0,14.9215,0,0,0.5942,0,0,0,64.915,0,0,0,0,KFeldspar
P06004,19.1232,0,0,0.092,0,0,0,12.8405,0,0,2.0141,0,0,0,65.6043,0,0,0,0,KFeldspar
P06005,18.8168,0,0,0.0977,0,0,0,13.5237,0,0,1.4256,0,0,0,64.5434,0,0,0,0,KFeldspar
P06006,18.7679,0,0,0.1074,0,0,0,12.0533,0,0,2.4493,0,0,0,64.85,0,0,0,0,KFeldspar
P06007,18.9544,0,0,0.0699,0,0,0,12.2933,0,0,2.4914,0,0,0,65.2704,0,0,0,0,KFeldspar
P06008,18.6251,0,0,0.0578,0,0,0,12.9306,0,0,1.5379,0,0,0,64.5584,0,0,0,0,KFeldspar
P06009,19.03,0,0,0.0857,0,0,0,13.2842,0,0,1.7456,0,0,0,64.967,0,0,0,0,KFeldspar
P06010,18.9478,0,0,0.0765,0,0,0,11.7433,0,0,2.2306,0,0,0,65.7323,0,0,0,0,KFeldspar
P06011,18.954,0,0,0.1537,0,0,0,11.496,0,0,3.088,0,0,0,65.5257,0,0,0,0,KFeldspar
P06012,18.9447,0,0,0.135,0,0,0,10.3835,0,0,4.0749,0,0,0,65.9284,0,0,0,0,KFeldspar
P06013,18.88,0,0,0.0754,0,0,0,12.0777,0,0,2.591,0,0,0,65.1833,0,0,0,0,KFeldspar
P06014,19.2143,0,0,0.079,0,0,0,11.6806,0,0,2.7384,0,0,0,65.1484,0,0,0,0,KFeldspar
P06015,19.0085,0,0,0.0611,0,0,0,14.3616,0,0,1.0426,0,0,0,64.2877,0,0,0,0,KFeldspar
P06016,19.2644,0,0,0.1054,0,0,0,11.5976,0,0,3.1745,0,0,0,65.5251,0,0,0,0,KFeldspar
P06017,18.8968,0,0,0.1105,0,0,0,11.5371,0,0,2.8083,0,0,0,65.1953,0,0,0,0,KFeldspar
P06018,18.8592,0,0,0.1066,0,0,0,11.8561,0,0,2.7114,0,0,0,65.3128,0,0,0,0,KFeldspar
P06019,18.9049,0,0,0.1188,0,0,0,11.7127,0,0,2.7904,0,0,0,65.4372,0,0,0,0,KFeldspar
P06020,18.8634,0,0,0.0959,0,0,0,11.7007,0,0,3.0541,0,0,0,65.8578,0,0,0,0,KFeldspar
P06021,19.327,0,0,0.0944,0,0,0,11.5783,0,0,3.4586,0,0,0,66.1754,0,0,0,0,KFeldspar
P06022,18.8916,0,0,0.1235,0,0,0,12.7909,0,0,2.042,0,0,0,65.5226,0,0,0,0,KFeldspar
P06023,18.8385,0,0,0.1337,0,0,0,12.0843,0,0,2.6599,0,0,0,65.2911,0,0,0,0,KFeldspar
P06024,19.0201,0,0,0.1415,0,0,0,9.997,0,0,4.0418,0,0,0,66.3018,0,0,0,0,KFeldspar
P06025,19.17,0,0,0.1244,0,0,0,12.1648,0,0,2.8644,0,0,0,65.8355,0,0,0,0,KFeldspar
P06026,18.5575,0,0,0.0333,0,0,0,15.8605,0,0,0.9102,0,0,0,64.7108,0,0,0,0,KFeldspar
P06027,19.1068,0,0,0.081,0,0,0,14.0519,0,0,1.9599,0,0,0,65.3738,0,0,0,0,KFeldspar
P06028,19.1685,0,0,0.0796,0,0,0,13.4447,0,0,2.4666,0,0,0,65.5535,0,0,0,0,KFeldspar
P06029,19.2302,0,0,0.081,0,0,0,13.1481,0,0,2.4348,0,0,0,65.2773,0,0,0,0,KFeldspar
P06030,19.2079,0,0,0.0783,0,0,0,13.8237,0,0,2.0147,0,0,0,64.9216,0,0,0,0,KFeldspar
P06031,19.0849,0,0,0.0545,0,0,0,13.9014,0,0,2.074,0,0,0,65.1892,0,0,0,0,KFeldspar
P06032,19.2408,0,0,0.0842,0,0,0,13.5965,0,0,2.242,0,0,0,64.6903,0,0,0,0,KFeldspar
P06033,19.2038,0,0,0.0963,0,0,0,13.2366,0,0,2.3421,0,0,0,65.1174,0,0,0,0,KFeldspar
P06034,19.3575,0,0,0.1097,0,0,0,13.0882,0,0,2.347,0,0,0,64.8099,0,0,0,0,KFeldspar
P06035,19.4048,0,0,0.1195,0,0,0,13.0101,0,0,2.461,0,0,0,65.0264,0,0,0,0,KFeldspar
P06036,19.3385,0,0,0.1256,0,0,0,13.0537,0,0,2.4099,0,0,0,64.6741,0,0,0,0,KFeldspar
P06037,19.3377,0,0,0.0898,0,0,0,13.3077,0,0,2.4206,0,0,0,65.4397,0,0,0,0,KFeldspar
P06038,19.361,0,0,0.1003,0,0,0,13.2886,0,0,2.4489,0,0,0,65.3339,0,0,0,0,KFeldspar
P06039,19.22,0,0,0.1173,0,0,0,13.3092,0,0,2.4338,0,0,0,65.3308,0,0,0,0,KFeldspar
P06040,19.3207,0,0,0.1492,0,0,0,13.4723,0,0,2.5424,0,0,0,65.5519,0,0,0,0,KFeldspar
P06041,19.1747,0,0,0.1643,0,0,0,13.4805,0,0,2.4262,0,0,0,64.9691,0,0,0,0,KFeldspar
P06042,19.196,0,0,0.1067,0,0,0,13.6959,0,0,2.2777,0,0,0,65.0649,0,0,0,0,KFeldspar
P06043,19.3827,0,0,0.1414,0,0,0,13.7973,0,0,2.0639,0,0,0,65.3197,0,0,0,0,KFeldspar
P06044,19.3364,0,0,0.0922,0,0,0,13.8018,0,0,2.1175,0,0,0,65.3355,0,0,0,0,KFeldspar
P06045,19.3796,0,0,0.1066,0,0,0,13.4605,0,0,2.4127,0,0,0,65.4192,0,0,0,0,KFeldspar
P06046,19.4316,0,0,0.1036,0,0,0,13.5624,0,0,2.3254,0,0,0,65.1846,0,0,0,0,KFeldspar
P06047,19.3975,0,0,0.122,0,0,0,13.649,0,0,2.1564,0,0,0,64.792,0,0,0,0,KFeldspar
P06048,19.3936,0,0,0.0931,0,0,0,13.7308,0,0,2.2348,0,0,0,65.1925,0,0,0,0,KFeldspar
P06049,19.521,0,0,0.505,0,0,0.195,13.273,0,0,2.349,0,0,0,63.602,0,0,0,0,KFeldspar
P06050,19.369,0,0,0.592,0,0,0.19,13.274,0,0,2.358,0,0,0,63.277,0,0,0,0,KFeldspar
P06051,19.259,0,0,0.562,0,0,0.201,13.206,0,0,2.308,0,0,0,63.679,0,0,0,0,KFeldspar
P06052,19.16,0,0,0.604,0,0,0.217,13.246,0,0,2.366,0,0,0,64.474,0,0,0,0,KFeldspar
P06053,19.036,0,0,0.594,0,0,0.264,13.42,0,0,2.358,0,0,0,64.26,0,0,0,0,KFeldspar
P06054,19.814,0,0,0.536,0,0,0.204,13.359,0,0,2.254,0,0,0,63.572,0,0,0,0,KFeldspar
P06055,19.552,0,0,0.596,0,0,0.213,13.356,0,0,2.362,0,0,0,63.377,0,0,0,0,KFeldspar
P06056,19.426,0,0,0.586,0,0,0.254,13.32,0,0,2.365,0,0,0,63.721,0,0,0,0,KFeldspar
P06057,19.291,0,0,0.566,0,0,0.174,13.289,0,0,2.325,0,0,0,63.358,0,0,0,0,KFeldspar
P06058,19.4,0,0,0.612,0,0,0.211,13.375,0,0,2.416,0,0,0,63.995,0,0,0,0,KFeldspar
P06059,19.279,0,0,0.56,0,0,0.196,13.34,0,0,2.372,0,0,0,63.575,0,0,0,0,KFeldspar
P06060,19.385,0,0,0.597,0,0,0.199,13.314,0,0,2.4,0,0,0,63.83,0,0,0,0,KFeldspar
P06061,19.196,0,0,0.536,0,0,0.18,13.48,0,0,2.414,0,0,0,63.621,0,0,0,0,KFeldspar
P06062,19.236,0,0,0.531,0,0,0.191,13.348,0,0,2.349,0,0,0,63.931,0,0,0,0,KFeldspar
P06063,19.116,0,0,0.547,0,0,0.235,13.369,0,0,2.288,0,0,0,63.719,0,0,0,0,KFeldspar
P06064,19.429,0,0,0.515,0,0,0.182,13.226,0,0,2.375,0,0,0,63.849,0,0,0,0,KFeldspar
P06065,19.364,0,0,0.564,0,0,0.21,13.125,0,0,2.414,0,0,0,63.785,0,0,0,0,KFeldspar
P06066,19.44,0,0,0.92,0,0,0.205,12.8,0,0,2.403,0,0,0,62.001,0,0,0,0,KFeldspar
P06067,19.747,0,0,0.534,0,0,0.265,12.898,0,0,2.359,0,0,0,63.042,0,0,0,0,KFeldspar
P06068,19.822,0,0,0.588,0,0,0.259,12.675,0,0,2.359,0,0,0,62.444,0,0,0,0,KFeldspar
P06069,19.85,0,0,0.569,0,0,0.238,12.573,0,0,2.34,0,0,0,62.979,0,0,0,0,KFeldspar
P06070,19.983,0,0,0.605,0,0,0.192,12.541,0,0,2.375,0,0,0,62.244,0,0,0,0,KFeldspar
P06071,19.886,0,0,0.549,0,0,0.249,12.734,0,0,2.261,0,0,0,62.836,0,0,0,0,KFeldspar
P06072,19.698,0,0,0.61,0,0,0.244,12.543,0,0,2.242,0,0,0,62.403,0,0,0,0,KFeldspar
P06073,19.857,0,0,0.597,0,0,0.227,12.531,0,0,2.29,0,0,0,62.785,0,0,0,0,KFeldspar
P06074,19.966,0,0,0.558,0,0,0.236,12.612,0,0,2.338,0,0,0,63.075,0,0,0,0,KFeldspar
P06075,19.765,0,0,0.532,0,0,0.259,12.68,0,0,2.334,0,0,0,62.834,0,0,0,0,KFeldspar
P06076,19.985,0,0,0.525,0,0,0.185,12.553,0,0,2.372,0,0,0,62.533,0,0,0,0,KFeldspar
P06077,19.988,0,0,0.623,0,0,0.223,12.526,0,0,2.339,0,0,0,62.11,0,0,0,0,KFeldspar
P06078,20.086,0,0,0.602,0,0,0.228,12.353,0,0,2.46,0,0,0,62.267,0,0,0,0,KFeldspar
P06079,19.856,0,0,0.658,0,0,0.269,12.361,0,0,2.28,0,0,0,62.141,0,0,0,0,KFeldspar
P06080,19.697,0,0,0.621,0,0,0.169,12.461,0,0,2.26,0,0,0,63.117,0,0,0,0,KFeldspar
P06081,19.953,0,0,0.615,0,0,0.254,12.362,0,0,2.292,0,0,0,62.774,0,0,0,0,KFeldspar
P06082,20.059,0,0,0.636,0,0,0.273,12.29,0,0,2.309,0,0,0,62.014,0,0,0,0,KFeldspar
P06083,19.8,0,0,0.634,0,0,0.207,12.29,0,0,2.375,0,0,0,62.629,0,0,0,0,KFeldspar
P06084,19.566,0,0,0.551,0,0,0.21,12.791,0,0,2.34,0,0,0,63.227,0,0,0,0,KFeldspar
P06085,19.526,0,0,0.614,0,0,0.169,12.835,0,0,2.405,0,0,0,63.758,0,0,0,0,KFeldspar
P06086,19.684,0,0,0.511,0,0,0.136,13.412,0,0,2.384,0,0,0,63.454,0,0,0,0,KFeldspar
P06087,19.808,0,0,0.468,0,0,0.235,13.366,0,0,2.357,0,0,0,63.233,0,0,0,0,KFeldspar
P06088,19.626,0,0,0.464,0,0,0.178,13.37,0,0,2.398,0,0,0,62.478,0,0,0,0,KFeldspar
P06089,19.533,0,0,0.529,0,0,0.172,13.166,0,0,2.29,0,0,0,63.187,0,0,0,0,KFeldspar
P06090,19.637,0,0,0.418,0,0,0.259,13.271,0,0,2.387,0,0,0,63.228,0,0,0,0,KFeldspar
P06091,19.607,0,0,0.487,0,0,0.221,13.082,0,0,2.428,0,0,0,62.87,0,0,0,0,KFeldspar
P06092,20.202,0,0,0.758,0,0,0.21,12.485,0,0,2.307,0,0,0,62.373,0,0,0,0,KFeldspar
P06093,20.412,0,0,0.691,0,0,0.208,12.439,0,0,2.32,0,0,0,61.777,0,0,0,0,KFeldspar
P06094,20.269,0,0,0.641,0,0,0.225,12.606,0,0,2.292,0,0,0,62.437,0,0,0,0,KFeldspar
P06095,20.111,0,0,0.606,0,0,0.183,12.512,0,0,2.399,0,0,0,62.265,0,0,0,0,KFeldspar
P06096,19.895,0,0,0.582,0,0,0.19,12.515,0,0,2.384,0,0,0,61.636,0,0,0,0,KFeldspar
P06097,20.148,0,0,0.665,0,0,0.229,12.422,0,0,2.367,0,0,0,62.167,0,0,0,0,KFeldspar
P06098,20.123,0,0,0.657,0,0,0.246,12.524,0,0,2.35,0,0,0,62.155,0,0,0,0,KFeldspar
P06099,20.161,0,0,0.711,0,0,0.257,12.466,0,0,2.37,0,0,0,61.825,0,0,0,0,KFeldspar
P06100,20.22,0,0,0.633,0,0,0.257,12.484,0,0,2.37,0,0,0,62.416,0,0,0,0,KFeldspar
P06101,20.019,0,0,0.655,0,0,0.253,12.525,0,0,2.407,0,0,0,61.744,0,0,0,0,KFeldspar
P06102,19.943,0,0,0.665,0,0,0.196,12.484,0,0,2.36,0,0,0,62.14,0,0,0,0,KFeldspar
P06103,20.025,0,0,0.706,0,0,0.254,12.54,0,0,2.41,0,0,0,61.476,0,0,0,0,KFeldspar
P06104,19.838,0,0,0.617,0,0,0.206,12.703,0,0,2.406,0,0,0,62.32,0,0,0,0,KFeldspar
P06105,19.932,0,0,0.681,0,0,0.238,12.55,0,0,2.396,0,0,0,61.738,0,0,0,0,KFeldspar
P06106,20.276,0,0,0.716,0,0,0.187,12.422,0,0,2.334,0,0,0,61.841,0,0,0,0,KFeldspar
P06107,20.253,0,0,0.629,0,0,0.215,12.408,0,0,2.342,0,0,0,61.746,0,0,0,0,KFeldspar
P06108,20.109,0,0,0.66,0,0,0.211,12.483,0,0,2.384,0,0,0,61.481,0,0,0,0,KFeldspar
P06109,20.173,0,0,0.633,0,0,0.217,12.475,0,0,2.392,0,0,0,61.691,0,0,0,0,KFeldspar
P06110,19.845,0,0,0.554,0,0,0.177,12.653,0,0,2.385,0,0,0,62.439,0,0,0,0,KFeldspar
P06111,19.694,0,0,0.524,0,0,0.182,12.739,0,0,2.318,0,0,0,61.913,0,0,0,0,KFeldspar
P06112,20.023,0,0,0.6,0,0,0.174,12.616,0,0,2.4,0,0,0,61.584,0,0,0,0,KFeldspar
P06113,20.006,0,0,0.693,0,0,0.247,12.519,0,0,2.333,0,0,0,61.654,0,0,0,0,KFeldspar
P06114,20.266,0,0,0.575,0,0,0.265,12.615,0,0,2.323,0,0,0,62.072,0,0,0,0,KFeldspar
P06115,20.038,0,0,0.525,0,0,0.223,12.683,0,0,2.435,0,0,0,61.645,0,0,0,0,KFeldspar
P06116,20.203,0,0,0.564,0,0,0.174,12.72,0,0,2.333,0,0,0,62.328,0,0,0,0,KFeldspar
P06117,19.844,0,0,0.552,0,0,0.206,12.829,0,0,2.289,0,0,0,62.349,0,0,0,0,KFeldspar
P06118,19.856,0,0,0.562,0,0,0.256,12.892,0,0,2.329,0,0,0,62.736,0,0,0,0,KFeldspar
P06119,19.902,0,0,0.636,0,0,0.234,12.782,0,0,2.294,0,0,0,62.916,0,0,0,0,KFeldspar
P06120,19.809,0,0,0.582,0,0,0.212,12.876,0,0,2.436,0,0,0,62.892,0,0,0,0,KFeldspar
P06121,19.769,0,0,0.617,0,0,0.224,12.867,0,0,2.405,0,0,0,62.913,0,0,0,0,KFeldspar
P06122,19.682,0,0,0.645,0,0,0.231,12.888,0,0,2.442,0,0,0,62.436,0,0,0,0,KFeldspar
P06123,19.764,0,0,0.565,0,0,0.222,12.97,0,0,2.481,0,0,0,62.506,0,0,0,0,KFeldspar
P06124,19.852,0,0,0.511,0,0,0.196,12.903,0,0,2.429,0,0,0,62.432,0,0,0,0,KFeldspar
P06125,19.697,0,0,0.643,0,0,0.234,13.077,0,0,2.365,0,0,0,63.865,0,0,0,0,KFeldspar
P06126,19.726,0,0,0.621,0,0,0.174,13.161,0,0,2.425,0,0,0,63.768,0,0,0,0,KFeldspar
P06127,19.595,0,0,0.653,0,0,0.248,13.201,0,0,2.354,0,0,0,64.1,0,0,0,0,KFeldspar
P06128,19.864,0,0,0.629,0,0,0.224,13.314,0,0,2.316,0,0,0,63.553,0,0,0,0,KFeldspar
P06129,19.618,0,0,0.614,0,0,0.226,13.155,0,0,2.324,0,0,0,63.464,0,0,0,0,KFeldspar
P06130,19.754,0,0,0.705,0,0,0.232,13.12,0,0,2.447,0,0,0,64.167,0,0,0,0,KFeldspar
P06131,19.696,0,0,0.722,0,0,0.225,13.125,0,0,2.504,0,0,0,63.775,0,0,0,0,KFeldspar
P06132,19.552,0,0,0.753,0,0,0.167,13.107,0,0,2.347,0,0,0,63.988,0,0,0,0,KFeldspar
P06133,19.688,0,0,0.636,0,0,0.163,13.255,0,0,2.489,0,0,0,64.015,0,0,0,0,KFeldspar
P06134,19.848,0,0,0.627,0,0,0.241,13.311,0,0,2.52,0,0,0,64.15,0,0,0,0,KFeldspar
P06135,19.473,0,0,0.56,0,0,0.187,13.279,0,0,2.443,0,0,0,64.06,0,0,0,0,KFeldspar
P06136,19.421,0,0,0.559,0,0,0.226,13.238,0,0,2.331,0,0,0,63.761,0,0,0,0,KFeldspar
P06137,19.568,0,0,0.495,0,0,0.192,13.24,0,0,2.383,0,0,0,64.078,0,0,0,0,KFeldspar
P06138,19.617,0,0,0.585,0,0,0.167,13.372,0,0,2.419,0,0,0,64.52,0,0,0,0,KFeldspar
P06139,19.574,0,0,0.577,0,0,0.183,13.206,0,0,2.365,0,0,0,63.961,0,0,0,0,KFeldspar
P06140,20.155,0,0,0.69,0,0,0.229,12.78,0,0,2.269,0,0,0,63.018,0,0,0,0,KFeldspar
P06141,20.007,0,0,0.506,0,0,0.236,12.836,0,0,2.256,0,0,0,62.996,0,0,0,0,KFeldspar
P06142,19.954,0,0,0.563,0,0,0.219,12.816,0,0,2.27,0,0,0,63.013,0,0,0,0,KFeldspar
P06143,20.116,0,0,0.523,0,0,0.215,12.809,0,0,2.308,0,0,0,62.884,0,0,0,0,KFeldspar
P06144,19.821,0,0,0.502,0,0,0.173,12.802,0,0,2.286,0,0,0,63.121,0,0,0,0,KFeldspar
P06145,20.055,0,0,0.578,0,0,0.21,12.934,0,0,2.328,0,0,0,63.202,0,0,0,0,KFeldspar
P06146,19.784,0,0,0.561,0,0,0.162,12.936,0,0,2.358,0,0,0,63.805,0,0,0,0,KFeldspar
